tweet,ensemble_sentiment
southwestair worst service cancelled flightled flight fll phl usairways flight flew stuck fl day done,negative
southwestair cancelled flighted tomorrow hold time long cancelled leg,negative
southwestair phone line suck dilemma,negative
southwestair week valentine daynot feeling luv going hr bwi dont bag arent even coming w,negative
southwestair sure hope able bag memphis tomorrowwould nice clean clothes work,positive
southwestair rerouted bfs he diabetic little insulin even though tried change agent wouldnt,negative
southwestair thing free gon na spending board rental bc swa couldnt baggage greenville w,negative
southwestair cancelled flightled flight fort lauderdale philly usair flight got philly problem wtf wrong sw usairways,negative
southwestair kudos adding passbook app love,positive
southwestair male attendant orlando indy amazing need raise best experience,positive
southwestair boston tmrw cancelled flightled,negative
southwestair baggage tracking system,neutral
southwestair thx grand view today flt seatac phx grandcanyon arizona wow love photography httptcodpqouatdf,positive
southwestair still havent left bwi maybe time im suppose fly back austin tuesday well moved,negative
southwestair coming hr gate leaving without baggage swa nightmare,negative
southwestair finally boarded look ill make final destination baggage wont baggagefail bagsflyfreebutnotwithme,negative
southwestair wondering going open fare november,neutral
southwestair passenger plane shouldve grabbed baggage gave seat,neutral
southwestair crazy every airline flew northeast tonight except,negative
southwestair min bag checked n atx miss spend day bwi n baggage end epitimeoffail,negative
southwestair wanted thank great effort jamie mckinnie buf true pro major delay owning raise,positive
southwestair im flying couple week need ticket changed maiden name married name pls help,neutral
southwestair hour airport cant move bag one plane another furious,negative
southwestair retroactively add previous flightsmilespoints current rapid reward balance,neutral
southwestair sending now via dm,neutral
southwestair thanks making good poteettj s cancelled flightled,positive
southwestair sent another drink couponsi think coupon now free drink anyone,positive
southwestair quick question let say book drop price cheaper rate,neutral
southwestair many tree die stop trying sell u credit card optout httptcocxrzhcdtvz,negative
southwestair bag fly freejust youre going,negative
southwestair hr put tag bag sayin go greenville instead raleigh kidding,negative
southwestair disappointed faa regulation furnish proof age toddler thx unnecessary headache flyunited,negative
southwestair love southwest accept attendant many talent always flyswa,positive
southwestair flying spirit air,neutral
southwestair hr baltimore still going baggage greenville w unbelievable,negative
southwestair tmadcle flying april first time southwest cant wait flew american airline last time meh,positive
southwestair baggage claim already changed xmost recent bag come stopclaim team idea whats going,negative
southwestair sent dm confirmation number passenger name swa mcogtcmh,neutral
southwestair multiple tracking site date info swas app website,negative
southwestair poteettj fly delta mcogtcmh bc cldnt reach swa reroute swa cancelled flightlation voucher wld help,negative
southwestair worst airline congrats,negative
southwestair cup coffee relax check new deal promotion avon twice month doug dcoadavon,neutral
southwestair ill cant dm follow thanks,positive
southwestair now pilot timed outgetmeoutofhere,negative
southwestair thanks sending kid destinationdragons concert vega imaginedragons awesome httptcogbeasz,positive
southwestair rating southwest s scale,negative
southwestair trying fly back orlando bwi website crashed one answered phone help,negative
southwestair yes minute tweet able reschedule thanks,positive
southwestair please help u check never expected make travel painful rest suddenintlcheckin,negative
southwestair cant fly precipitation delta plane dont work rd airline better charm tomorrow,negative
