given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,ensemble_sentiment,ensemble_sentiment_confidence
Flight Attendant Complaints,0.3395,United,0,united stranded tarmac chicago gate available plane getting hot uncomfortable,negative,1.0
Late Flight,0.3619,United,1,united rebooked disappointed wait whole day start vacation fare united top notch service,negative,1.0
Customer Service Issue,0.3371,United,0,united direct message going please help,neutral,0.9510603547096252
,0.0,United,0,united charge nd carryon instead checked bag le jockeying overhead space happier passenger ontime departure,neutral,0.7882928848266602
Flight Booking Problems,0.6515,United,0,united adding reservation io app doesnt show desktop site logged mile cant redeemed upgrade thru app,negative,0.6951881647109985
Cancelled Flight,0.3429999999999999,United,1,united assume people let united whats worse plane crew cant fly,negative,1.0
Customer Service Issue,1.0,United,0,united pushing hour hold priceless httptcothsldya,negative,1.0
,0.0,United,0,united need cvg bag thanks,neutral,0.8485854268074036
Customer Service Issue,0.3522,United,0,united read thread booked st class now seated e even though united twtr account confirmed eco premium,negative,1.0
Lost Luggage,1.0,United,0,united hi bag id ua update explain occurred arrived hour,negative,1.0
,0.0,United,0,united doesnt purchasing ticket united card give priority boarding,negative,0.8472542762756348
Late Flight,1.0,United,0,united hi yes need free hotel stay honalulu due hour delayua miss second kauai,negative,1.0
Can't Tell,0.6927,United,0,united whats solution,neutral,0.9444976449012756
Late Flight,0.6737,United,0,united screwing flight cae bother flight never leave time cancelled flighted,negative,1.0
Customer Service Issue,0.3505,United,0,united need agent check,negative,1.0
Flight Attendant Complaints,1.0,United,0,united work incredibly unfriendly ground staff false promise twitter theairhelper,negative,1.0
,,United,0,united got thanks,positive,1.0
Cancelled Flight,0.6421,United,0,united skilled staff inadequate system deleted return houston norway shoulder shrugging,negative,1.0
,,United,0,united probably least dependable airline western hemisphere united belong star alliance skyteam,negative,0.9426193237304688
Flight Attendant Complaints,0.6952,United,0,united severely staffed iah,negative,1.0
,,United,0,united amazing hospitality helpfulness anthony lastella great staff def flying united,positive,1.0
Late Flight,1.0,United,0,united hr delay vacation buzzkill,negative,1.0
,,United,0,united touched miami far nicely done united,positive,1.0
,,United,0,united whats status bogothouston,neutral,1.0
Customer Service Issue,1.0,United,0,united really enjoying sunday holdover hour perhaps better client experience needed httptcovnckgzxl,negative,1.0
,,United,0,united snowboard boot bag included standard checked baggage next snowboard bag,neutral,1.0
Bad Flight,1.0,United,0,united broken light min bridge gate airplane parked wrong bathroom emptied last nightyour airline last hr,negative,1.0
Bad Flight,0.6686,United,0,united appreciate response regarding pressurization failure seem responding le serious issue,negative,1.0
,,United,0,united comfortable now waiting luggage,positive,0.6556
,,United,0,united getting ready book san juan wondering united waive baggage fee military personnel thanks,neutral,0.8113327026367188
Late Flight,1.0,United,1,united guy didnt let four hour delay honolulu houston thanks train wreck issue now coming,negative,1.0
,0.0,United,0,united thank,positive,0.6097010374069214
,,United,0,united finally got helpful appreciate,positive,1.0
,,United,0,united pls follow dm,neutral,1.0
,,United,0,united ah explain crew didnt seem particularly distressed pointed little startling first,neutral,1.0
Flight Attendant Complaints,0.6637,United,0,united another ua gate held min cnx pax,negative,1.0
,0.0,United,0,united assign seat,neutral,0.9506834149360657
Damaged Luggage,0.667,United,0,united geiger look form photo something burst luggage correct jh always blame customer,negative,1.0
Lost Luggage,0.3341,United,0,united luggage,neutral,0.9303140044212341
Flight Attendant Complaints,0.6366,United,0,united boarding time ua crewe,negative,1.0
,,United,0,united added one ty,neutral,0.8930184245109558
,0.0,United,0,united thanks effort earliest though make complaint refund losing one business day tomorrow,positive,0.6644
,,United,2,united pls hold ua cnx pax frm ua runner min hold save fam frm miscnx pls twitter watching,neutral,1.0
longlines,0.66,United,0,united way one person working entire security checkpoint ewr,negative,1.0
,,United,0,united thank,positive,0.6846
Late Flight,0.6806,United,0,united author fiction heard radio dont even jetway secured yet ua cmh httptcotkabtwf,negative,1.0
Cancelled Flight,1.0,United,0,united found anything showing realise morning cancelled flightled pricey evening,negative,1.0
Lost Luggage,0.6779999999999999,United,0,united oh still lost tracking system stink delivery system,negative,1.0
Late Flight,1.0,United,0,united feeling true united customer stuckon tarmac dc hr unitedfail,negative,1.0
,,United,0,united pls follow dm,neutral,1.0
Late Flight,0.6752,United,0,united leadership count landed last nightdeplaned minute waiting jetway inexcusable,negative,1.0
Customer Service Issue,1.0,United,0,united sent dm requested heard anything address issue brought dm explain happened,negative,1.0
Flight Attendant Complaints,1.0,United,0,united employeefaceless dont throw bus start management im almost million miler company,negative,1.0
Late Flight,0.6769,United,0,united cant say pulled departs min boarding hasnt even started httptcoikbpgxwi,negative,1.0
Cancelled Flight,0.6814,United,0,united understand pay change problem plane weather understand,negative,1.0
Cancelled Flight,0.3514,United,0,united hour late flightr still answer stuck houston keep getting put phantom flight never apeared badcustomerservice,negative,1.0
Late Flight,1.0,United,0,united guy horrible first stuck snow hr ewr now sitting cmh saying min gate,negative,1.0
Cancelled Flight,1.0,United,0,united hotel sent u wouldnt take voucher delayed cancelled flightled delayed hour counting,negative,1.0
Lost Luggage,0.684,United,0,united dmd hr ago request response found bag,negative,1.0
,,United,0,united worked thanks immediate reply,positive,1.0
Customer Service Issue,0.6539,United,0,united two hour delay plane visible airport far terrible customer service neveragain,negative,1.0
,0.0,United,0,united helped weight issue took voucher hopped delta instead winwin,neutral,0.9263811111450195
Late Flight,1.0,United,0,united hour maintenance delay wasnt enuf u charge bag global service platinum mbr ur shit together,negative,1.0
Cancelled Flight,0.7007,United,1,united last week maintenance issue flat tire another last week cancelled flighted track record worst,negative,1.0
Customer Service Issue,0.6738,United,0,united customer service experience tweeted quality assurance,negative,0.6738
Cancelled Flight,0.3503,United,0,united spend money take ticket update plane maintenance issue,negative,1.0
,,United,0,united put russell daiber ticket well premium eco appreciated,neutral,1.0
,,United,0,united okc sacramento today dfw now closed,neutral,1.0
Cancelled Flight,1.0,United,0,united chance help rebook cancelled flightled,negative,1.0
,0.0,United,0,united curiosity arranged pilot notified lot pilot havent arrived yet announcement,neutral,0.9013702869415283
,0.0,United,0,united yes boston going providence,neutral,0.8024016618728638
Cancelled Flight,0.6871,United,0,united really need better system handling cancelled flightled flight httptcoubcoasyws,negative,1.0
,,United,0,united condition bos today im ua everything appears time wanted check,neutral,0.9750569462776184
,,United,0,united day flight,neutral,1.0
Customer Service Issue,0.6813,United,0,united inappropriate lie passenger induce accepting voucher telling availability late flightr,negative,1.0
Lost Luggage,1.0,United,0,united give direct number call regarding lost baggage immediately,negative,1.0
Cancelled Flight,0.684,United,0,united involuntarily bumped passenger cant guarantee another three day,negative,1.0
Customer Service Issue,0.3725,United,0,united please follow faa guideline regarding bumping acceptable give voucher fare youve,negative,1.0
Cancelled Flight,1.0,United,0,united already rebook now miss first appointment london tomorrow morning thanks ruining trip,negative,1.0
Late Flight,0.6875,United,0,united newest delay right now httptcoftlzwtvo,negative,1.0
Customer Service Issue,0.6796,United,0,united show available seat need honor shouldnt spend hr phone hear really seat,negative,1.0
Customer Service Issue,1.0,United,0,united min hold trying book award site error agent ask pin see platinum availability badbadbad,negative,1.0
Can't Tell,1.0,United,0,united joke lot angry people iah,negative,1.0
,0.0,United,0,united iep,neutral,0.9221408367156982
Customer Service Issue,0.3618,United,0,united completely unacceptable seat st class passenger middle seat even premium economy,negative,1.0
Customer Service Issue,0.6703,United,0,united found hr offered voucher hr lose seat neglect nothing,negative,1.0
,,United,0,united dmed,neutral,1.0
,,United,0,united nicole quito airport took great care u week handled lost baggage seat change professionalnice pat back,positive,1.0
,0.0,United,0,united deice taxing maybe makestoomuchsense shouldhaveflowndelta unitedsucks delta southwestair americanair,negative,0.9624212384223938
,,United,0,united cmh ord arrived gate next segment yvr already boarding hold,neutral,1.0
Late Flight,0.7092,United,0,united right think take stop deiced wasnt done plane sitting night,negative,1.0
Customer Service Issue,0.6939,United,0,united two service agent hung third able u air today three call hour,negative,1.0
Late Flight,1.0,United,0,united delayed day mco gt iad finger crossed make connection home albany unitedk,negative,1.0
