given_sentiment,given_sentiment_confidence,given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,sia_sentiment,sia_sentiment_confidence,bert_sentiment,bert_sentiment_confidence,roberta_sentiment,roberta_sentiment_confidence,distilbert_sentiment,distilbert_sentiment_confidence,ensemble_sentiment,ensemble_sentiment_confidence
negative,1.0,Customer Service Issue,1.0,United,0,united illiterate magic code make customer service site work httptcotgcksbh,positive,0.237,negative,0.8548771739006042,negative,0.8648306131362915,positive,0.7378768920898438,negative,1.0
negative,1.0,Bad Flight,0.6761,United,1,united worst airline staff nasty wifi bag delayed due weather now belt broken selling ual stock,negative,0.479,negative,0.9819725155830383,negative,0.9510650634765625,negative,0.8768294453620911,negative,1.0
neutral,0.6433,,,United,0,united star bar iah airlineguys airlinegeeks avgeek httptcomwsogucp,positive,0.286,neutral,0.9325560331344604,neutral,0.8887515664100647,positive,0.6527794599533081,neutral,0.9325560331344604
negative,1.0,Customer Service Issue,0.6559,United,0,united im confused dullesairport agent directed u go website delay nothing work httptcocyprhegok,negative,0.28,negative,0.9638433456420898,negative,0.8877139091491699,negative,0.5895217657089233,negative,1.0
positive,0.6526,,,United,0,united wonderful time flight ogg msn lost rx eyeglass thick admiral club chicago morning found,positive,0.398,positive,0.9147487282752991,positive,0.8242849111557007,positive,0.49433237314224243,positive,0.9147487282752991
negative,1.0,Late Flight,0.6989,United,0,united minute waitstill gate broken jetway might miss connection,negative,0.348,negative,0.9551790952682495,negative,0.8396356105804443,negative,0.4848186671733856,negative,1.0
negative,0.6694,Can't Tell,0.3779,United,0,united robcnyc see information boarding process httptcogbiwugfnm kp group amp reason,positive,0.219,neutral,0.9714232683181763,neutral,0.8934343457221985,positive,0.5085980296134949,neutral,0.9714232683181763
neutral,0.6485,,0.0,United,0,united bogota wallet fun,positive,0.753,positive,0.9101690053939819,positive,0.6785767674446106,positive,0.6359469890594482,positive,0.9101690053939819
negative,1.0,Customer Service Issue,1.0,United,0,united lost wallet yesterday houston bogota filled online form response yet,positive,0.199,negative,0.8901675939559937,negative,0.8171883225440979,negative,0.3831319510936737,negative,1.0
negative,0.6856,Late Flight,0.3593,United,0,united one hour departure time still update,positive,0.318,neutral,0.9737561345100403,neutral,0.8988543748855591,positive,0.49777519702911377,neutral,0.9737561345100403
negative,1.0,Customer Service Issue,0.6848,United,0,united now following see one experiencing noticing substantial downgrade service post merger,positive,0.315,negative,0.8400792479515076,negative,0.7328410148620605,negative,0.41626062989234924,negative,1.0
negative,1.0,longlines,0.6632,United,0,united minute waiting gate broken jetway different gate maybe,negative,0.24,negative,0.814144492149353,negative,0.737746000289917,negative,0.45660513639450073,negative,1.0
negative,1.0,Late Flight,0.6609999999999999,United,1,united never got austin houston time connection,positive,0.318,negative,0.7343668341636658,negative,0.51091068983078,neutral,0.38836565613746643,negative,1.0
positive,0.6701,,,United,0,united got right safety demonstration corporate funny reserved corny httptcolwotkiekgu,positive,0.623,positive,0.5912284851074219,negative,0.672645092010498,positive,0.6046571135520935,positive,0.6701
negative,1.0,Late Flight,0.6613,United,0,united now sitting tarmac half hour landing jetway broken daysofunitedfailures thingafteranother,negative,0.208,negative,0.9712902903556824,negative,0.9125721454620361,negative,0.4301936626434326,negative,1.0
negative,1.0,Customer Service Issue,1.0,United,0,united look twitter history usual service non existent,positive,0.286,negative,0.7341403961181641,negative,0.8370156288146973,positive,0.3404349088668823,negative,1.0
positive,0.65,,,United,0,united thanks reply contact customer care clarification issue,positive,0.64,neutral,0.9069796800613403,positive,0.62967848777771,positive,0.6681306958198547,positive,0.65
neutral,0.6742,,,United,0,united give couple week thank,positive,0.639,positive,0.7692633271217346,neutral,0.6241483092308044,positive,0.8335521817207336,neutral,0.6742
negative,1.0,Cancelled Flight,0.3711,United,1,united make sure make cancelled flighted baggage upgrade fee seem labyrinth might able swindle,negative,0.263,negative,0.776699960231781,negative,0.5436916947364807,negative,0.446988582611084,negative,1.0
negative,1.0,Late Flight,1.0,United,0,united considered time arriving destination half hour late flightr scheduled httptcoymftwuyhr,positive,0.219,neutral,0.9607110619544983,neutral,0.6076356172561646,positive,0.5268219113349915,negative,1.0
negative,1.0,Customer Service Issue,1.0,United,0,united thanks trying take money without notice industry cancelled service refund issued cont,positive,0.427,negative,0.9520197510719299,negative,0.8666192293167114,positive,0.49677416682243347,negative,1.0
negative,1.0,Customer Service Issue,1.0,United,0,united direct phone number status match desk really regret booking problem united now,neutral,0.382,negative,0.9751943349838257,negative,0.9060463905334473,negative,0.4752516448497772,negative,1.0
negative,1.0,Late Flight,1.0,United,0,united yet disappoint sitting iad ua hr cant seem know plane hasnt left albany fail,positive,0.278,negative,0.9736253619194031,negative,0.9017341136932373,negative,0.527370035648346,negative,1.0
negative,1.0,longlines,1.0,United,0,united still sitting waiting plane hour wasted,negative,0.291,negative,0.9625923037528992,negative,0.8843969106674194,negative,0.5748313665390015,negative,1.0
positive,0.6715,,0.0,United,0,united thanks help wish phone rep accomidating,positive,0.787,positive,0.9588050246238708,positive,0.8292496204376221,positive,0.8801696300506592,positive,0.9588050246238708
negative,1.0,longlines,1.0,United,0,united line getting longer moving slower lady working counter great need help customerservicefail,positive,0.49,negative,0.9789486527442932,negative,0.8941188454627991,positive,0.6490581631660461,negative,1.0
negative,0.6702,Late Flight,0.6702,United,0,united update great,positive,0.873,positive,0.9768363833427429,positive,0.9746198058128357,positive,0.9272385239601135,positive,0.9768363833427429
negative,1.0,Flight Attendant Complaints,0.6632,United,0,united wasting time baggage claim thanks dfw ground crew checked bag without actually checking space frustrated,negative,0.256,negative,0.974024772644043,negative,0.8680813908576965,positive,0.5872666239738464,negative,1.0
negative,0.6639,Bad Flight,0.6639,United,0,united problem flight ny today,neutral,0.353,negative,0.6544115543365479,negative,0.8328740000724792,positive,0.5238075256347656,negative,0.8328740000724792
negative,1.0,Can't Tell,0.3608,United,0,united heavy fly back palm spring air min,positive,0.286,neutral,0.9512488842010498,neutral,0.8713673949241638,positive,0.5828145742416382,negative,1.0
negative,1.0,longlines,0.3593,United,1,united boarding process suck learn southwestair,neutral,0.412,negative,0.97958904504776,negative,0.9407612085342407,positive,0.6090973019599915,negative,1.0
negative,1.0,Late Flight,1.0,United,1,united ouch delay due mechanical issue qro wait yall seem falling apart alwaysdelayed unitedfail,neutral,0.621,negative,0.977841854095459,negative,0.9452056884765625,negative,0.5532572865486145,negative,1.0
negative,1.0,Lost Luggage,1.0,United,0,united finger crossed capable getting baggage point agtb united airline,positive,0.539,positive,0.8975284695625305,neutral,0.701548159122467,positive,0.5467653870582581,negative,1.0
negative,1.0,Late Flight,1.0,United,0,united happened afternoon huge amt incoming plane sfo delayed hour frustrating,positive,0.302,negative,0.9768944382667542,negative,0.8883282542228699,negative,0.5814664363861084,negative,1.0
negative,1.0,longlines,0.3644,United,1,united way impatience partits untruthful proper system place,neutral,0.517,negative,0.817775309085846,negative,0.8363950848579407,positive,0.49962660670280457,negative,1.0
negative,1.0,Customer Service Issue,0.6697,United,0,united maybe person working customer service desk houston airport line row deep person working,positive,0.177,neutral,0.9702697992324829,neutral,0.9170753359794617,positive,0.5137630105018616,negative,1.0
positive,1.0,,,United,0,united ill stick united thanks though effort much appreciated,positive,0.634,positive,0.9714204668998718,positive,0.9288429021835327,positive,0.8930195569992065,positive,1.0
negative,1.0,Can't Tell,0.6559,United,0,united survey long fly lot segment ill fill every trip take minute,neutral,0.641,neutral,0.9443989992141724,neutral,0.7609369158744812,negative,0.38923153281211853,negative,1.0
negative,1.0,Lost Luggage,0.6706,United,1,united think hiring baggage attendant ewr waiting bag hr united overchargedampunderserved,positive,0.384,neutral,0.931754469871521,negative,0.626810610294342,positive,0.5051785111427307,negative,1.0
positive,0.6634,,,United,0,united fair enough dont usually rant good know someone listening,positive,0.459,neutral,0.6604731678962708,neutral,0.4797675609588623,positive,0.8448159694671631,positive,0.6634
negative,1.0,Cancelled Flight,1.0,United,0,united telling now cancelled flighting,positive,0.359,negative,0.9335197806358337,negative,0.7696688175201416,negative,0.5088713765144348,negative,1.0
negative,0.6976,Bad Flight,0.3573,United,0,united hard worse last time im sure youll give shot,positive,0.327,negative,0.7816983461380005,neutral,0.4842507541179657,negative,0.7532232403755188,negative,0.7816983461380005
positive,0.6703,,,United,0,united thank delta transfer bag go,positive,0.57,neutral,0.8434303402900696,neutral,0.7413832545280457,positive,0.7211374640464783,neutral,0.8434303402900696
positive,0.6565,,,United,0,united sonyasloanmd happy board please share detail httptcotrgemtebz kp done,positive,0.647,positive,0.7719109058380127,positive,0.6749575734138489,positive,0.8992622494697571,positive,0.7719109058380127
negative,1.0,Customer Service Issue,1.0,United,0,united service staff le friendly,positive,0.667,positive,0.9419981241226196,neutral,0.6115864515304565,positive,0.8352456092834473,negative,1.0
neutral,0.6291,,0.0,United,0,united happens every time newark,positive,0.412,neutral,0.942998468875885,neutral,0.8571012616157532,positive,0.4634976089000702,neutral,0.942998468875885
negative,0.6368,Late Flight,0.3255,United,0,united transfer bag,positive,0.583,neutral,0.9640508890151978,neutral,0.8182048797607422,positive,0.6694512367248535,neutral,0.9640508890151978
negative,1.0,Late Flight,0.3638,United,1,united comedian promise make fun stage tonight,positive,0.786,positive,0.714917778968811,positive,0.8901702165603638,positive,0.8641345500946045,negative,1.0
negative,1.0,Can't Tell,0.3392,United,0,united tried got whole character even done,positive,0.318,neutral,0.8490477800369263,neutral,0.6978071331977844,positive,0.6195387244224548,negative,1.0
positive,0.6563,,0.0,United,0,united able moon got hotel puerto rico thank,positive,0.469,positive,0.6454895734786987,positive,0.5654128789901733,positive,0.8117696046829224,positive,0.6563
negative,1.0,Late Flight,1.0,United,0,united u reboard without captain now well sitting another min httptcoeerekdffq,positive,0.222,negative,0.6957400441169739,neutral,0.7343836426734924,positive,0.43345752358436584,negative,1.0
negative,1.0,Late Flight,1.0,United,0,united houston delayed duecto engine trouble willl hold connection argentina houston im late now,negative,0.25,negative,0.9455364346504211,negative,0.7854447960853577,negative,0.4027601480484009,negative,1.0
positive,1.0,,,United,0,united annricord great appreciate,positive,0.906,positive,0.9895686507225037,positive,0.9401426315307617,positive,0.9476208686828613,positive,1.0
positive,1.0,,,United,0,united well taken care thanks ive already sent survey request amp ill share positive experience despite delay,positive,0.614,positive,0.9882329106330872,positive,0.9292998909950256,positive,0.7685779333114624,positive,1.0
positive,1.0,,,United,0,united thanks everything aok now,positive,0.813,positive,0.9722394347190857,positive,0.7338780164718628,positive,0.8846985101699829,positive,1.0
positive,1.0,,,United,0,united dm sent thanks much strong customer service,positive,0.643,positive,0.9896398782730103,positive,0.956747829914093,positive,0.9630284905433655,positive,1.0
negative,1.0,Late Flight,1.0,United,0,united delayed slc hour give snowforce,positive,0.322,negative,0.8465965986251831,neutral,0.5172402262687683,positive,0.47704529762268066,negative,1.0
positive,0.3548,,0.0,United,0,united ok thanks sent dm disregard,positive,0.658,neutral,0.8037867546081543,positive,0.6112239956855774,positive,0.7804139852523804,positive,0.6112239956855774
positive,1.0,,,United,0,united excited put earlier home woo hoo travel,positive,0.624,positive,0.9846488833427429,positive,0.9715534448623657,positive,0.8143298625946045,positive,1.0
